APW19980308.0201	e77	e36	s	CR
APW19980308.0201	e62	e34	ii	SS, CP
APW19980308.0201	e76	e14	s	HN, SS, TI
APW19980308.0201	e14	e23	ii	HN, SS, CP
APW19980308.0201	e116	e72	b	FE, SS, TI
APW19980308.0201	e75	e36	i	SS, CP
APW19980308.0201	e76	e34	ii	SS, CP
APW19980308.0201	e22	e34	ii	SS, TI, CP
APW19980308.0201	e30	e41	b	HN, SS
APW19980308.0201	e2	e40	b	HN, SS
APW19980308.0201	e13	e41	b	HN, SS
APW19980308.0201	e13	e29	a	SS, TI
APW19980308.0201	e49	e76	s	HN, EC, SS, TI
APW19980308.0201	e29	e41	b	HN, SS
APW19980308.0201	e62	e41	b	HN, SS
APW19980308.0201	e49	e41	b	HN, SS
APW19980308.0201	e47	e18	s	SS
APW19980308.0201	e47	e30	a	SS, TI
APW19980308.0201	e2	e29	a	SS, TI
APW19980308.0201	e13	e27	b	HN, SS
APW19980308.0201	e49	e34	ii	HN, SS, TI
APW19980308.0201	e36	e34	ii	SS
APW19980308.0201	e31	e38	b	FE, SS
APW19980308.0201	e77	e75	ii	SS
APW19980308.0201	e14	e41	b	HN, SS, CP
APW19980308.0201	e49	e30	a	HN, SS, TI
APW19980308.0201	e62	e14	s	HN, TI, SS
APW19980308.0201	e2	e14	s	HN, SS
APW19980308.0201	e62	e38	b	FE, TI, SS
APW19980308.0201	e14	e22	s	HN, SS, TI
APW19980308.0201	e13	e18	s	SS
APW19980308.0201	e14	e36	s	HN, SS
APW19980308.0201	e116	e77	s	SS
APW19980308.0201	e62	e36	s	SS
APW19980308.0201	e2	e77	s	SS
APW19980308.0201	e22	e36	s	SS
APW19980308.0201	e14	e31	a	HN, SS
APW19980308.0201	e116	e27	b	HN, TI, SS
APW19980308.0201	e18	e29	a	SS, CP
APW19980308.0201	e72	e29	a	TI, SS, FE
APW19980418.0210	e2	e22	a	SS, TI, FE
APW19980418.0210	e11	e23	a	SS, TI, FE
APW19980418.0210	e2000	e24	b	CR, CP
APW19980418.0210	e23	e21	b	SS, TI, FE
APW19980418.0210	e3	e27	a	SS, TI, FE
APW19980418.0210	e14	e27	b	SS, CP
APW19980418.0210	e11	e15	a	SS, TI, FE
APW19980418.0210	e21	e15	a	SS, TI, FE
APW19980418.0210	e17	e27	a	SS, TI, FE
APW19980418.0210	e11	e2000	a	SS, TI, FE
APW19980418.0210	e2000	e27	b	CR, CP
APW19980418.0210	e14	e24	b	CR, CP
APW19980418.0210	e3	e12	a	SS, TI, FE
APW19980418.0210	e2000	e25	b	CR, CP
APW19980418.0210	e3	e15	a	SS, TI, FE
APW19980418.0210	e14	e21	b	SS, TI, FE
APW19980418.0210	e7	e27	a	CR, CP
APW19980418.0210	e8	e17	b	SS, CP, FE
APW19980418.0210	e2	e16	a	SS, TI, FE
APW19980418.0210	e4	e8	a	SS, CP
APW19980418.0210	e21	e26	a	SS, CP, FE
APW19980418.0210	e16	e17	b	SS, TI, FE
APW19980418.0210	e3	e14	a	SS, TI, FE
APW19980418.0210	e12	e17	b	SS, TI, FE
APW19980418.0210	e21	e16	a	SS, TI, FE
APW19980418.0210	e2	e8	a	SS, TI, FE
APW19980418.0210	e2	e14	a	SS, TI, FE
APW19980418.0210	e3	e11	b	CR, EC, FE
APW19980418.0210	e7	e21	b	SS, TI, FE
APW19980418.0210	e2	e12	a	SS, TI, FE
